chemical	aliases	names	flagged_for_removal
25134257	DB07507 (DrugBank)	DB07507	0
44144378	DB07141 (DrugBank)	DB07141	0
10247560	DB08741 (DrugBank)	(R)-Iclaprim	0
9917968	D06252 (KEGG)	trodusquemine	0
25134265	DB06860 (DrugBank)	DB06860	0
10198228	DB07482 (DrugBank)	Pro-boroPro	0
25271555	DB08315 (DrugBank)	2-amino-N,N-dibenzyloxazole-5-carboxamide	0
24798721	DB07851 (DrugBank)	DB07851	0
11963565	DB08367 (DrugBank)	DB08367	0
16086836	DB08366 (DrugBank)	DB08366	0
25093369	DB07140 (DrugBank)	DB07140	0
25181315	DB08163 (DrugBank)	DB08163	0
25111933	DB08783 (DrugBank)	DB08783	0
46937168	DB08642 (DrugBank)	DB08642	0
16739330	DB08051 (DrugBank)	DB08051	0
23647311	DB08588 (DrugBank)	DB08588	0
10180201	DB07205 (DrugBank)	DB07205	0
10320144	DB08504 (DrugBank)	DB08504	0
25113145	DB07511 (DrugBank)	DB07511	0
17759780	DB06829 (DrugBank)	DB06829	0
46937148	DB08405 (DrugBank)	DB08405	0
11592153	DB07271 (DrugBank)	Diazepanone Analog 1	0
17758920	DB07289 (DrugBank)	DB07289	0
11974439	DB08044 (DrugBank)	DB08044	0
46937147	DB08404 (DrugBank)	DB08404	0
24768547	DB06994 (DrugBank)	DB06994	0
23645698	DB07067 (DrugBank)	DB07067	0
24800541	D10110 (KEGG)	delanzomib	0
11450633	DB06203 (DrugBank)	alogliptin	0
16122596	DB06939 (DrugBank)	DB06939	0
24941249	DB06963 (DrugBank)	DB06963	0
11987861	DB06990 (DrugBank)	DB06990	0
9853499	D06674 (KEGG)	Efipladib	0
25271554	DB08314 (DrugBank)	amino-oxazole, 2	0
24941248	DB06897 (DrugBank)	DB06897	0
17753924	DB03352 (DrugBank)	S-arsonocysteine	1
9547919	DB07651 (DrugBank)	DB07651	0
44	DB03680 (DrugBank)	tartronate	1
9547915	DB08003 (DrugBank)	DB08003	0
213043	D08563 (KEGG)	iclaprim	0
165323	DB07632 (DrugBank)	chlorzolamide	0
165879	DB01800 (DrugBank)	p-nitrocatechol sulfate	1
169370	D02527 (KEGG) >> DB08878 (DrugBank)	aminopterin	0
175496	DB04217 (DrugBank)	l-C-propargyl glycine	1
178518	DB01925 (DrugBank)	2,3-dihydroxy-2'-chlorobiphenyl	0
204106	D03938 (KEGG)	Ecopladib	0
205131	DB04577 (DrugBank)	(1-phenylcyclopentyl)methanamine	0
216468	D04522 (KEGG)	indisulam	0
656948	DB03830 (DrugBank)	phosphorylated dihydropteroate	0
263366	DB07412 (DrugBank)	2-phenylbenzylamino	0
398148	DB08312 (DrugBank)	Nu6027	0
425841	DB08478 (DrugBank)	NSC-176856	0
440483	DB08542 (DrugBank)	3,4-DHSA	0
444617	DB02583 (DrugBank)	AC1L9GM7	0
444695	DB03714 (DrugBank)	AC1L9GQR	0
444763	DB04001 (DrugBank)	AC1L9GUL	0
157049	D04050 (KEGG)	Ertiprotafib	0
148189	D04614 (KEGG) >> DB05786 (DrugBank)	irofulven	0
148138	D04766 (KEGG)	DDATHF-B	0
148121	D05589 (KEGG) >> DB06813 (DrugBank)	pralatrexate	0
71947	D05936 (KEGG)	sucrose octasulphate	0
73333	DB08927 (DrugBank)	amperozide	0
73491	D02187 (KEGG) >> D07995 (KEGG) >> DB00828 (DrugBank 845)	fosfomycin	1
75367	DB02649 (DrugBank)	malonamate	1
78058	DB07344 (DrugBank)	3,6,9,12,15-pentaoxaheptadecan-1-ol	0
87517	DB08240 (DrugBank)	naphthol-AS-Ephosphate	0
93114	DB07577 (DrugBank)	GNF-Pf-26	0
104758	DB00293 (DrugBank 845)	raltitrexed	1
115015	DB04370 (DrugBank)	S-sulphocysteine	1
117765	DB02810 (DrugBank)	Adana	0
119607	D02709 (KEGG) >> DB00580 (DrugBank) >> DB07576 (DrugBank)	valdecoxib	1
121749	DB08734 (DrugBank)	ustekinumab	0
130731	D05999 (KEGG)	talotrexin	0
131682	D10158 (KEGG) >> D10191 (KEGG)	safinamide	0
134111	DB06873 (DrugBank)	BBAU	0
444764	DB02622 (DrugBank)	2-(oxalylamino) benzoic acid	0
444765	DB03102 (DrugBank)	AC1L9GUR	0
444766	DB03670 (DrugBank)	AC1L9GUU	0
447229	DB02919 (DrugBank)	AC1L9KM8	0
447411	DB03982 (DrugBank)	AC1L9KU2	0
447450	DB02620 (DrugBank)	AC1L9KVK	0
447695	DB07295 (DrugBank)	compound 8b	0
447815	DB02104 (DrugBank)	AC1L9L9K	0
447994	DB02014 (DrugBank)	compound-9	0
448024	DB02651 (DrugBank)	AC1L9LIK	0
448372	DB01840 (DrugBank)	2-deoxy-d-glucitol 6-(E)-vinylhomophosphonate	0
448436	DB02004 (DrugBank)	AC1L9LYJ	0
448660	DB04142 (DrugBank)	AC1L9M79	0
448661	DB02259 (DrugBank)	AC1L9M7B	0
448662	DB03311 (DrugBank)	PTP1B inhibitor	0
448781	DB08204 (DrugBank)	AC1L9MC8	0
449125	DB02420 (DrugBank)	AC1L9MR9	0
449162	DB08001 (DrugBank)	AC1L9MSR	0
449178	DB02446 (DrugBank)	gamma-glutamylhydroxamate	0
447256	DB01884 (DrugBank)	valine-pyrrolidide	0
447022	DB03987 (DrugBank)	AC1L9KDO	0
445503	DB03818 (DrugBank)	AC1L9I3U	0
447021	DB02427 (DrugBank)	AC1L9KDM	0
445504	DB02752 (DrugBank)	tosyl-D-proline	0
445505	DB04503 (DrugBank)	AC1L9I40	0
445713	DB07780 (DrugBank)	farnesyl diphosphate	0
446244	DB04163 (DrugBank)	GW997	0
446245	DB04306 (DrugBank)	GW578	0
446556	D03828 (KEGG) >> D06503 (KEGG) >> D07472 (KEGG)	Pemetrexed (Alimta	0
446560	DB08131 (DrugBank)	AC1L9JTC	0
446662	DB03154 (DrugBank)	AC1L9JXU	0
446665	DB04204 (DrugBank)	AC1L9JXY	0
446744	DB08406 (DrugBank)	AC1L9K1W	0
446752	DB03351 (DrugBank)	Sri-9439	0
446753	DB03060 (DrugBank)	Sri-9662	0
446871	DB02827 (DrugBank)	AC1L9K70	0
446916	DB04175 (DrugBank)	MDL-29951	0
446948	DB03259 (DrugBank)	AC1L9KAE	0
71771	D01545 (KEGG)	aceclofenac	0
68844	DB01194 (DrugBank 845)	brinzolamide	1
68760	D07238 (KEGG)	brodimoprim	0
2266	DB00548 (DrugBank 845)	azelaic acid	1
2359	DB04360 (DrugBank)	BZBTH2B	1
2429	DB04007 (DrugBank)	AC1L1DNN	0
2526	D01488 (KEGG) >> D10489 (KEGG) >> DB01779 (DrugBank)	beta-glycerophosphate	1
2750	D03493 (KEGG)	ciglitazone	0
2817	D03572 (KEGG)	cloxiquine	0
3019	DB01119 (DrugBank 845)	diazoxide	1
3032	D00903 (KEGG) >> D00904 (KEGG) >> D07819 (KEGG) >> DB00586 (DrugBank 845)	diclofenac	1
3038	DB01144 (DrugBank 845) >> DB07948 (DrugBank 845)	dichlorphenamide	1
3117	DB00822 (DrugBank 845)	disulfiram	1
3295	DB00311 (DrugBank 845) >> DB07727 (DrugBank 845)	ethoxzolamide	0
3386	D00823 (KEGG) >> DB00472 (DrugBank 845)	fluoxetine	0
3537	DB01958 (DrugBank)	AC1L1G5Q	0
3572	DB02035 (DrugBank)	HDSF	0
3784	DB00270 (DrugBank 845)	isradipine	0
4100	DB00703 (DrugBank 845)	methazolamide	1
2353	D01250 (KEGG) >> D03293 (KEGG) >> DB04115 (DrugBank)	berberine	0
1986	D01196 (KEGG) >> DB00819 (DrugBank 845)	acetazolamide	1
4507	DB01054 (DrugBank 845)	nitrendipine	1
1881	DB07862 (DrugBank)	GW345	0
86	DB03644 (DrugBank)	3-hydroxyanthranilic acid	1
273	DB03854 (DrugBank)	cadaverine	0
285	DB02079 (DrugBank)	aminooxyacetic acid (AOAA	1
289	DB02232 (DrugBank)	catechol	1
402	D00024 (KEGG)	sulfur	0
964	DB02951 (DrugBank)	OHPyr	1
1015	DB04403 (DrugBank)	ethanolamine phosphate	0
1045	DB01917 (DrugBank)	putrescine	1
1117	D01108 (KEGG) >> D01732 (KEGG) >> D05963 (KEGG) >> D08137 (KEGG)	sulphate	1
1521	DB02072 (DrugBank)	AC1L1BNC	0
1543	DB03480 (DrugBank)	Brequinar Analog	0
1628	DB01734 (DrugBank)	AC1L1BVL	0
1757	DB07480 (DrugBank)	AC1L1C66	0
1829	DB02662 (DrugBank)	novo nordisk a/S compound	1
1854	DB08397 (DrugBank)	6-(phosphonodifluoromethyl)-2-naphthoic acid	0
4380	DB04017 (DrugBank 845)	clorgyline	0
4764	D05456 (KEGG) >> DB04824 (DrugBank)	phenolphthalein	1
65998	D04789 (KEGG)	lubeluzole	0
8071	DB01749 (DrugBank)	glyme	1
9354	DB00566 (DrugBank)	meso-2,3-dimercaptosuccinic acid	1
12717	DB02109 (DrugBank)	hadacidin	1
13847	DB03508 (DrugBank)	2-(2-(2-methoxyethoxy)ethoxy)ethyl	0
14925	DB04562 (DrugBank)	tricarballylate	1
18794	DB07050 (DrugBank)	benzolamide	0
21453	D03771 (KEGG)	diaveridine	0
21704	D00406 (KEGG) >> DB00194 (DrugBank)	vidarabine	0
24466	DB04655 (DrugBank 845)	metoprine	0
39186	D00616 (KEGG) >> DB00343 (DrugBank 845)	diltiazem	1
45069	DB08074 (DrugBank)	triacanthine	0
54369	DB03695 (DrugBank)	piritrexim	0
54929	DB07437 (DrugBank)	benzylacyclouridine	0
57030	DB03523 (DrugBank 845)	brequinar	0
60843	DB00642 (DrugBank 845)	pemetrexed	0
65389	DB01963 (DrugBank)	phenylethane boronic acid	0
8152	DB02779 (DrugBank)	DTAB	0
8007	DB03659 (DrugBank)	lysine side chain	1
4781	D08364 (KEGG) >> DB00812 (DrugBank 845) >> DB08343 (DrugBank 845)	phenylbutazone	1
7628	D01089 (KEGG)	borate	0
4829	D00945 (KEGG) >> DB01132 (DrugBank 845)	pioglitazone	1
4971	D02265 (KEGG) >> DB02285 (DrugBank)	PpIX	0
5070	DB00740 (DrugBank 845)	riluzole	1
5355	DB00391 (DrugBank 845)	sulpiride	1
5413	DB08837 (DrugBank)	tetraethylammonium	0
5582	DB01157 (DrugBank 845)	trimetrexate	0
5740	DB02848 (DrugBank)	AC1L1L18	0
5755	DB00860 (DrugBank 845)	prednisolone	0
5790	D04197 (KEGG) >> DB00322 (DrugBank)	FUdR	1
5815	D00996 (KEGG) >> DB00668 (DrugBank 845)	epinephrine	0
5959	D00104 (KEGG) >> DB00446 (DrugBank)	chloramphenicol	1
6006	D01211 (KEGG)	folinic acid	1
6199	D08450 (KEGG)	psoralen	0
6262	D08302 (KEGG) >> DB00129 (DrugBank)	ornithine	0
7244	DB04586 (DrugBank)	w/v) bromophenol	1
510684	DB08147 (DrugBank)	AC1LAB9R	0
54727985	DB07561 (DrugBank)	DB07561	0
6102821	DB07321 (DrugBank)	AC1O0V3D	0
961704	DB07061 (DrugBank)	DB07061	0
6857724	DB08407 (DrugBank)	platensimycin	0
4112111	DB07646 (DrugBank)	Undecylamine-N,N-Dimethyl-N-Oxide	0
978607	DB08530 (DrugBank)	BDP_X	0
3695754	DB08787 (DrugBank)	4M-061	0
3137930	DB08316 (DrugBank)	W-8882	0
5459374	DB08024 (DrugBank)	DB08024	0
5327153	DB08549 (DrugBank)	DB08549	0
5327152	DB06887 (DrugBank)	DB06887	0
5287565	DB03506 (DrugBank)	5H-pyrrolo[3,2-d]pyrimidin-4-amine	1
5287459	DB04583 (DrugBank)	AMX02	0
5327150	DB04768 (DrugBank)	Pyrithiamin Pyrophosphate	0
5284627	DB00273 (DrugBank 845)	topiramate	1
5327045	DB07298 (DrugBank)	DB07298	0
5494385	DB04578 (DrugBank)	AC1NUV0L	0
5494411	DB04633 (DrugBank)	AC1NUV2L	0
6323520	DB02301 (DrugBank)	5,10-methylene-6-hydrofolic Acid	0
6102822	DB07270 (DrugBank)	AC1O0V3G	0
4635864	DB02490 (DrugBank)	DB02490	1
2730281	DB08479 (DrugBank)	AC1O3VBK	0
5326566	DB04345 (DrugBank)	flavins	0
2734054	DB03253 (DrugBank)	(s)-pyrrolidin-2-ylmethanamine	1
6102820	DB07312 (DrugBank)	FBPase-1 inhibitor	0
2766552	DB08076 (DrugBank)	11E-045	0
5494422	DB07779 (DrugBank)	AC1NUV3C	0
5726921	DB07838 (DrugBank)	DB07838	0
5327154	DB04800 (DrugBank)	DB04800	0
5287610	DB03216 (DrugBank)	AC1NR9Z0	0
9543513	DB07656 (DrugBank)	DB07656	0
6917908	D03942 (KEGG)	edatrexate	0
4369451	DB08591 (DrugBank)	DB08591	0
9543472	DB07262 (DrugBank)	DB07262	0
4369359	D06645 (KEGG) >> DB01261 (DrugBank 845) >> DB07214 (DrugBank 845)	sitagliptin	0
5287741	DB07439 (DrugBank)	AC1NRA7B	0
735838	DB08359 (DrugBank)	2-phenylamino-4-methyl-5-acetylthiazole	0
5288329	DB04696 (DrugBank)	DB04696	0
5362065	D07640 (KEGG) >> DB00671 (DrugBank)	cefixime	0
4369446	DB04733 (DrugBank)	mannitol-1,6-bis(phosphate	0
6918537	D07080 (KEGG) >> DB04876 (DrugBank)	vildagliptin	0
4369452	DB08593 (DrugBank)	DB08593	0
4369475	DB06872 (DrugBank)	DB06872	0
6914661	DB07127 (DrugBank)	DB07127	0
6914660	DB07068 (DrugBank)	DB07068	0
5351153	D07258 (KEGG)	MGBG	0
5327155	DB07719 (DrugBank)	AC1NS1R1	0
6914659	DB06989 (DrugBank)	DB06989	0
6914643	DB08743 (DrugBank)	DB08743	0
5324345	D00824 (KEGG)	fluvoxamine	1
5567	D02625 (KEGG) >> D08637 (KEGG)	trifluperidol	0
5560	DB01021 (DrugBank 845)	trichlormethiazide	1
8894	DB02412 (DrugBank)	tetrahydropyran	1
5568	D00800 (KEGG) >> DB00508 (DrugBank 845)	triflupromazine	0
5326727	DB03623 (DrugBank)	AC1NS0Z6	0
5327012	DB04754 (DrugBank)	DB04754	0
5775	D00509 (KEGG) >> DB00692 (DrugBank 845)	phentolamine	0
6468	D05453 (KEGG) >> DB03575 (DrugBank)	phencyclidine	0
5572	DB00376 (DrugBank 845)	trihexyphenidyl	1
7547	D06223 (KEGG)	triclocarban	0
7419	DB02054 (DrugBank)	3-aminobenzoic acid	1
7291	D05075 (KEGG)	monothioglycerol	1
5327013	DB04753 (DrugBank)	DB04753	0
5905	DB00249 (DrugBank 845)	IUdR	0
6466	DB07814 (DrugBank)	gibberellin (GA	0
6380	DB03095 (DrugBank)	tetramethylammonium	1
6224	D05855 (KEGG)	citric acid-sodium citrate	0
5359272	D00841 (KEGG) >> DB00854 (DrugBank)	levorphanol	1
6038	DB04745 (DrugBank)	quinolones	1
6037	D07985 (KEGG) >> DB00158 (DrugBank 845)	folate	1
5736	D01321 (KEGG)	zotepine	0
9417	D01477 (KEGG) >> D08297 (KEGG)	opipramol	0
35370	DB00495 (DrugBank 845)	zidovudine	1
9427	DB01629 (DrugBank)	5-fluorouridine	0
60853	D01939 (KEGG) >> D02100 (KEGG) >> DB00246 (DrugBank 845)	ziprasidone	1
54477	D02683 (KEGG) >> DB00409 (DrugBank 845)	remoxipride	0
54687	D00893 (KEGG) >> DB00175 (DrugBank 845) >> DB05373 (DrugBank)	pravastatin	1
5289159	DB04763 (DrugBank)	DB04763	0
60149	DB06144 (DrugBank 845)	sertindole	1
60692	D03845 (KEGG)	MK-417	0
60772	D00398 (KEGG) >> D10518 (KEGG) >> DB00577 (DrugBank 845)	VACV	0
60817	DB02568 (DrugBank 845) >> DB07442 (DrugBank 845)	peldesine	0
60822	D00887 (KEGG) >> D02258 (KEGG)	atorvastatin	0
5288998	DB08263 (DrugBank)	DB08263	0
62751	DB01520 (DrugBank)	thienylcyclohexylpiperidine	0
9681	D00681 (KEGG)	methysergide	1
64718	D03816 (KEGG)	simvastatin acid	0
64727	DB03785 (DrugBank)	lovastatin acid	0
65094	DB04705 (DrugBank)	25-hydroxycholesterol	0
66264	D03713 (KEGG) >> D07805 (KEGG)	dexfenfluramine	0
66269	D03851 (KEGG)	dioxadrol	0
66827	DB01795 (DrugBank)	phenylboronic acid	1
5288573	DB07908 (DrugBank)	Ocimarin	0
69602	DB04622 (DrugBank)	N-acetylhistamine	0
22479942	DB07020 (DrugBank)	DB07020	0
54454	DB00641 (DrugBank)	simvastatin	0
53388	D02684 (KEGG)	rimcazole	0
23653514	DB07048 (DrugBank)	DB07048	0
53232	DB00227 (DrugBank 845)	lovastatin	1
10660	DB00985 (DrugBank 845)	dimenhydrinate	0
13195	DB03385 (DrugBank)	histidine side chain	1
14253	DB02776 (DrugBank)	hexadecanesulfonic acid	0
15443	D02620 (KEGG)	azaperone	0
19143	D03618 (KEGG)	cyclazocine	0
5472	D01028 (KEGG) >> DB00208 (DrugBank 845)	ticlopidine	1
5289354	DB01684 (DrugBank)	1-hydroxy-1-thio-glycerol	1
24203	D04400 (KEGG) >> D09000 (KEGG)	sodium phosphate	0
24602	D03703 (KEGG)	deuterium oxide	0
31404	D02413 (KEGG)	butylated hydroxytoluene	0
33036	D00668 (KEGG) >> D07803 (KEGG)	dexchlorpheniramine	1
36811	D00632 (KEGG) >> D03881 (KEGG) >> DB00841 (DrugBank 845)	dobutamine	0
24180714	DB06979 (DrugBank)	DB06979	0
37460	D02641 (KEGG)	butaclamol hydrochloride	0
39468	D01025 (KEGG) >> DB01210 (DrugBank 845)	levobunolol	1
44072	DB07338 (DrugBank)	acifluorfen	0
47640	DB00735 (DrugBank)	AMEI	1
50313	D04181 (KEGG)	FIAU	0
50599	DB00900 (DrugBank 845) >> DB02392 (DrugBank 845)	didanosine	1
5511	D01507 (KEGG) >> D08617 (KEGG)	tolperisone	0
4910	D05614 (KEGG)	SKF-525A	0
5452	D00798 (KEGG) >> DB00679 (DrugBank 845)	thioridazine	0
5443	D00971 (KEGG) >> D08586 (KEGG)	2-mercaptobenzoic acid	0
45270264	DB08015 (DrugBank)	DB08015	0
6852206	DB07272 (DrugBank)	DB07272	0
2017	D01248 (KEGG) >> D07924 (KEGG)	rivanol	0
2022	D02764 (KEGG) >> DB00787 (DrugBank 845) >> DB05347 (DrugBank)	acyclovir	1
2130	D00777 (KEGG) >> DB00915 (DrugBank 845)	amantadine	1
2144	DB02535 (DrugBank)	AC1L1D0O	0
2156	D00636 (KEGG) >> DB01118 (DrugBank 845)	amiodarone	1
6852128	DB08301 (DrugBank)	DB08301	0
44224261	DB08021 (DrugBank)	piperazine amide, 4g	0
2345	D01138 (KEGG) >> DB00676 (DrugBank) >> DB02775 (DrugBank)	benzyl ester	1
6540289	DB07218 (DrugBank)	DB07218	0
44144383	DB08083 (DrugBank)	DB08083	0
2477	D00702 (KEGG) >> DB00490 (DrugBank 845)	buspirone	1
2562	D01260 (KEGG) >> D08334 (KEGG) >> D08335 (KEGG)	carbetapentane	0
2732	DB00310 (DrugBank 845)	chlorthalidone	0
2769	D02092 (KEGG)	cisapride	0
2771	D00822 (KEGG) >> D07705 (KEGG) >> DB00215 (DrugBank 845)	citalopram	0
2788	D03538 (KEGG) >> DB04815 (DrugBank)	clioquinol	1
2801	D00811 (KEGG) >> DB01242 (DrugBank 845) >> DB07600 (DrugBank 845)	clomipramine	1
1949	DB02016 (DrugBank)	Ro 48-8071	0
1923	D02414 (KEGG) >> D04415 (KEGG) >> D05321 (KEGG)	8-hydroxyquinoline	0
6857710	DB07571 (DrugBank)	AC1OAH3V	0
764	DB02377 (DrugBank)	guanine	1
58	DB04553 (DrugBank)	alpha-ketobutyrate	1
96	DB01762 (DrugBank) >> DB04025 (DrugBank)	diacetate	1
254	DB02923 (DrugBank)	2,3-dihydroxybiphenyl	0
264	DB03568 (DrugBank)	butyrate	1
280	D00004 (KEGG)	carbon dioxide	0
338	D00566 (KEGG) >> D00827 (KEGG) >> DB00936 (DrugBank 845) >> DB01397 (DrugBank) >> DB01398 (DrugBank)	salicylate	1
340	DB03454 (DrugBank)	3-methylcatechol	1
6918107	D03496 (KEGG) >> DB04885 (DrugBank)	cilansetron	0
785	D00073 (KEGG)	quinol	0
1662	D04897 (KEGG) >> DB04377 (DrugBank)	3-hydroxy-3-methylglutaric acid	1
798	DB04532 (DrugBank)	indole	1
9571003	D03037 (KEGG) >> DB04957 (DrugBank)	azimilide	0
46937116	DB08011 (DrugBank)	DB08011	0
1140	DB01900 (DrugBank)	toluene	0
1188	DB02134 (DrugBank 845)	xanthine	1
1387	DB03294 (DrugBank)	AC1L1BD5	0
9804302	DB08416 (DrugBank)	2-MeOE2bisMATE	0
46937054	DB07148 (DrugBank)	DB07148	0
3008	DB00514 (DrugBank 845)	racemethorphan	0
3042	D00717 (KEGG) >> DB00804 (DrugBank 845)	dicyclomine	1
3158	DB01142 (DrugBank 845)	Z-doxepin	1
4927	D00480 (KEGG) >> D08432 (KEGG) >> DB01069 (DrugBank 845)	promethazine	0
4541	DB06731 (DrugBank)	norfluoxetine	0
4746	D05442 (KEGG) >> DB01074 (DrugBank 845)	perhexiline	0
4748	D02037 (KEGG) >> D04965 (KEGG) >> DB00850 (DrugBank 845)	perphenazine	0
5459952	DB04277 (DrugBank)	DB04277	0
5447130	D00862 (KEGG) >> DB00336 (DrugBank)	nitrofurazone	1
4830	D01482 (KEGG) >> D02622 (KEGG)	pipamperone	0
4886	D00739 (KEGG) >> D08407 (KEGG)	pramoxine	0
71360	DB04946 (DrugBank)	iloperidone	0
4935	D02098 (KEGG) >> DB00807 (DrugBank 845)	proparacaine	1
4416	D05106 (KEGG)	nafoxidine	0
5388928	DB04033 (DrugBank)	benzyloxycarbonyl-alanyl-proline	0
5002	DB01224 (DrugBank 845)	quetiapine	1
5054	D00133 (KEGG)	resorcinol	0
5265	D01051 (KEGG)	spiperone	0
5360696	D00848 (KEGG)	dextromethorphan	0
5356	D01787 (KEGG) >> DB08329 (DrugBank)	sulthiame	0
9912519	DB08418 (DrugBank)	DB08418	0
5414	DB04233 (DrugBank)	tetraethylene glycol monooctyl ether	0
5475158	D03506 (KEGG)	cinanserin	0
25102845	DB08739 (DrugBank)	DB08739	0
3191	D01478 (KEGG)	ebastine	0
25167947	D10408 (KEGG)	vedroprevir	0
3236	D01671 (KEGG) >> D07898 (KEGG)	eperisone	0
3372	D00791 (KEGG) >> D02163 (KEGG) >> DB00623 (DrugBank 845)	fluphenazine	1
3383	D02024 (KEGG) >> DB07777 (DrugBank)	fluorescein sodium salt	0
25203945	DB08555 (DrugBank)	DB08555	0
6102809	DB04651 (DrugBank)	AC1O0V2G	0
3396	DB04842 (DrugBank 845)	fluspirilene	0
3561	DB00793 (DrugBank 845)	haloprogin	1
3639	DB00999 (DrugBank 845)	hydrochlorothiazide	1
25155578	DB08738 (DrugBank)	DB08738	0
4170	DB00524 (DrugBank 845)	metolazone	0
3657	DB01005 (DrugBank 845)	hydroxyurea	1
3689	D01445 (KEGG) >> D08064 (KEGG)	ifenprodil	0
3702	DB00808 (DrugBank 845)	indapamide	0
3822	D08099 (KEGG)	ketanserin	0
3954	D00729 (KEGG) >> DB00836 (DrugBank 845)	loperamide	1
3998	D01166 (KEGG) >> D02351 (KEGG) >> D04815 (KEGG)	mafenide acetate	0
4020	DB00579 (DrugBank 845)	mazindol	0
25113171	DB07845 (DrugBank)	DB07845	0
70766	DB04605 (DrugBank)	5-aminoisoquinoline	1
17753965	DB04392 (DrugBank)	DB04392	0
10267580	DB07267 (DrugBank)	DB07267	0
161165	DB02070 (DrugBank)	L-kynurenine	0
193512	DB04203 (DrugBank)	(2-amino-5-sulfamoylphenyl)mercury	1
188350	DB02933 (DrugBank)	5'-methylthiotubercidin	0
180081	D03878 (KEGG)	dizocilpine	0
4470573	DB02245 (DrugBank)	7-deazaguanine	1
447001	DB02222 (DrugBank)	S)-PMPDAP	0
169682	DB08782 (DrugBank)	4-aminoethylbenzenesulfonamide	0
16122582	DB08157 (DrugBank)	DB08157	0
1548952	D00962 (KEGG) >> D07726 (KEGG) >> D08910 (KEGG)	clomiphene	1
4635111	DB02885 (DrugBank)	DB02885	1
1547484	D07734 (KEGG)	cinnarizine	0
163296	D03843 (KEGG) >> DB00932 (DrugBank 845)	tipranavir	0
159772	DB02459 (DrugBank)	4-guanidinobenzoate	0
891831	DB08202 (DrugBank)	AC1LHR9C	0
11188898	DB07596 (DrugBank)	DB07596	0
1201549	D07511 (KEGG)	benztropine	0
447559	DB03771 (DrugBank)	AC1L9KYY	0
447560	DB02339 (DrugBank)	AC1L9KZ0	0
447562	DB03748 (DrugBank)	AC1L9KZ4	0
5281881	D01044 (KEGG) >> D02236 (KEGG)	flupenthixol	0
447872	DB03084 (DrugBank)	AC1L9LC2	0
5282451	DB08860 (DrugBank)	pitavastatin	0
448110	DB02495 (DrugBank)	HBPG	0
448130	DB02025 (DrugBank)	ACV tripeptide	0
5284549	D00653 (KEGG) >> DB00869 (DrugBank) >> DB04507 (DrugBank 845)	dorzolamide	1
2733779	DB02639 (DrugBank)	4-methylumbelliferyl-beta-D-glucopyranoside	0
439236	DB03101 (DrugBank)	alpha-D-ribose 1-phosphate	0
446727	D07249 (KEGG)	BVDU	0
439811	DB02522 (DrugBank)	phosphonopyruvate	1
3161908	DB08156 (DrugBank)	3-(4-sulfamoylphenyl)propanoic acid	0
445986	DB03234 (DrugBank)	AC1L9IWR	0
445987	DB08458 (DrugBank)	AC1L9IWU	0
445989	DB03888 (DrugBank)	AC1L9IX0	0
445990	DB02139 (DrugBank)	AC1L9IX3	0
445992	DB02544 (DrugBank)	AC1L9IX9	0
445995	DB02552 (DrugBank)	geranyl diphosphate	0
446154	DB06693 (DrugBank)	ML-236B sodium salt	0
444849	DB07710 (DrugBank)	AC1L9H00	0
446156	D00889 (KEGG) >> D07661 (KEGG) >> DB00439 (DrugBank)	Statins	1
12598931	DB07467 (DrugBank)	DB07467	0
4369171	DB03598 (DrugBank)	Al 6629	0
14611919	DB08659 (DrugBank)	indole sulfonamide, L	0
446157	D01915 (KEGG) >> D08492 (KEGG)	rosuvastatin	0
4369172	DB03262 (DrugBank)	Al 6619	0
15564935	DB03410 (DrugBank)	4-hydroxycoumarin	1
446221	DB04095 (DrugBank)	9-deazahypoxanthine	1
3092847	DB04394 (DrugBank)	LeadQuest Compound 7	0
444306	DB02570 (DrugBank)	AC1L9G3M	1
11069133	DB06891 (DrugBank)	DB06891	0
441277	D02111 (KEGG) >> D02227 (KEGG) >> DB00652 (DrugBank 845)	pentazocine	0
440266	D00178 (KEGG)	p-hydroxyphenylethanolamine	0
440033	DB03915 (DrugBank)	L-2-Amino-3-oxobutanoate	1
11245700	DB06954 (DrugBank)	DB06954	0
445732	DB02391 (DrugBank)	AC1L9IHF	0
17754065	DB01815 (DrugBank)	nz-(dicarboxymethyl)lysine	0
17754181	DB03333 (DrugBank)	DB03333	0
448999	DB04260 (DrugBank)	9-(5',5'-difluoro-5'-phosphonopentyl)guanine	0
92109	DB07815 (DrugBank)	gibberellin 4	0
688424	DB08046 (DrugBank)	Hygroton (chlorthalidone	0
74989	D00236 (KEGG) >> DB01117 (DrugBank)	atovaquone	1
17754162	DB01973 (DrugBank)	DB01973	0
9543521	DB07276 (DrugBank)	DB07276	0
5287779	DB04636 (DrugBank)	glutamine t-butyl ester	0
5284595	D08247 (KEGG) >> D08248 (KEGG)	nalorphine	0
16750106	DB06933 (DrugBank)	DB06933	0
17414308	DB07115 (DrugBank)	T5743502	0
657255	D05967 (KEGG)	D05967	0
119224	DB02413 (DrugBank)	S-(2-hydroxyethyl)-cysteine	1
745994	DB08155 (DrugBank)	N-(4-sulfamoylphenethyl)acetamide	0
96876	DB08165 (DrugBank)	indane-5-sulfonamide	0
462919	DB07476 (DrugBank)	4-(2-mercaptophenylcarboxamido)benzenesulfonamide	0
